CODIGO_REGIONAL,NOMBRE_REGIONAL,CODIGO_CENTRO,NOMBRE_CENTRO,IDENTIFICADOR_UNICO_FICHA,FECHA_INICIO_FICHA,FECHA_TERMINACION_FICHA,CODIGO_PROGRAMA,VERSION_PROGRAMA,NOMBRE_PROGRAMA_FORMACION,NIVEL_FORMACION,MODALIDAD_FORMACION,TOTAL_APRENDICES_MATRICULADOS,DESERTORES_AÑO_ACTUAL,PERIODO
47,"""REGIONAL MAGDALENA""",9529,"""CENTRO DE LOGISTICA Y PROMOCION ECOTURISTICA DEL MAGDALENA""",12671573,"""23/01/2023""","""22/04/2024""","""522211""",1,"""ELABORACION DE AUDIOVISUALES.""","""TECNICO""","""PRESENCIAL""",24,0,202402
5,"""REGIONAL ANTIOQUIA""",9503,"""CENTRO DE LA INNOVACION, LA AGROINDUSTRIA Y LA AVIACION""",12718719,"""03/03/2023""","""13/12/2024""","""936161""",1,"""AGROINDUSTRIA ALIMENTARIA""","""TECNICO""","""PRESENCIAL""",39,0,202402
66,"""REGIONAL RISARALDA""",9223,"""CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL""",12826683,"""02/10/2023""","""31/12/2025""","""225219""",1,"""DIBUJO Y MODELADO ARQUITECTONICO Y DE INGENIERIA""","""TECNOLOGO""","""PRESENCIAL""",24,5,202402
73,"""REGIONAL TOLIMA""",9310,"""CENTRO DE COMERCIO Y SERVICIOS""",12705981,"""11/03/2023""","""30/11/2024""","""134101""",2,"""ASISTENCIA ADMINISTRATIVA .""","""TECNICO""","""PRESENCIAL""",21,0,202402
52,"""REGIONAL NARIÑO""",9534,"""CENTRO SUR COLOMBIANO DE LOGISTICA INTERNACIONAL""",12910483,"""20/02/2024""","""03/12/2024""","""23120019""",1,"""APLICACION DE LA CIENCIA, LA TECNOLOGIA Y LA INNOVACION A PARTIR DE METODOLOGIAS EXPERIENCIALES PARA LA FORMULACION DE PROYECTOS.""","""CURSO ESPECIAL""","""PRESENCIAL""",25,0,202402
47,"""REGIONAL MAGDALENA""",9529,"""CENTRO DE LOGISTICA Y PROMOCION ECOTURISTICA DEL MAGDALENA""",12770683,"""10/07/2023""","""09/10/2024""","""133100""",2,"""CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.""","""TECNICO""","""PRESENCIAL""",29,0,202402
86,"""REGIONAL PUTUMAYO""",9518,"""CENTRO AGROFORESTAL Y ACUICOLA ARAPAIMA""",12910919,"""13/02/2024""","""21/02/2024""","""33110272""",1,"""PRIMEROS AUXILIOS PSICOLOGICOS""","""CURSO ESPECIAL""","""PRESENCIAL""",22,4,202402
54,"""REGIONAL NORTE DE SANTANDER""",9119,"""CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO""",12713642,"""17/04/2023""","""16/04/2024""","""836114""",1,"""CONSTRUCCION DE EDIFICACIONES""","""TECNICO""","""PRESENCIAL""",22,0,202402
73,"""REGIONAL TOLIMA""",9123,"""CENTRO AGROPECUARIO LA GRANJA""",12777088,"""10/07/2023""","""09/10/2024""","""733403""",1,"""MAYORDOMIA DE LA EMPRESA GANADERA SOSTENIBLE""","""TECNICO""","""PRESENCIAL""",20,0,202402
68,"""REGIONAL SANTANDER""",9224,"""CENTRO INDUSTRIAL DE MANTENIMIENTO INTEGRAL""",12758290,"""15/05/2023""","""14/08/2025""","""228118""",1,"""ANALISIS Y DESARROLLO DE SOFTWARE.""","""TECNOLOGO""","""VIRTUAL""",32,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9404,"""CENTRO DE GESTION ADMINISTRATIVA""",12722316,"""01/03/2023""","""16/12/2024""","""134101""",2,"""ASISTENCIA ADMINISTRATIVA .""","""TECNICO""","""PRESENCIAL""",29,0,202402
5,"""REGIONAL ANTIOQUIA""",9402,"""CENTRO DE SERVICIOS Y GESTION EMPRESARIAL""",12906229,"""05/02/2024""","""07/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,4,202402
76,"""REGIONAL VALLE""",9124,"""CENTRO AGROPECUARIO DE BUGA""",12713497,"""01/03/2023""","""15/12/2024""","""733193""",1,"""SISTEMAS AGROPECUARIOS ECOLOGICOS.""","""TECNICO""","""PRESENCIAL""",18,0,202402
73,"""REGIONAL TOLIMA""",9310,"""CENTRO DE COMERCIO Y SERVICIOS""",12908658,"""07/02/2024""","""11/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
5,"""REGIONAL ANTIOQUIA""",9301,"""CENTRO DE COMERCIO""",12834975,"""11/09/2023""","""10/12/2024""","""136200""",1,"""SERVICIOS POSTALES Y TRANSPORTE DE MERCANCIAS""","""TECNICO""","""VIRTUAL""",38,14,202402
25,"""REGIONAL CUNDINAMARCA""",9232,"""CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA""",12627177,"""05/09/2022""","""04/12/2024""","""124100""",1,"""DESARROLLO PUBLICITARIO""","""TECNOLOGO""","""VIRTUAL""",21,0,202402
19,"""REGIONAL CAUCA""",9113,"""CENTRO AGROPECUARIO""",12726527,"""10/03/2023""","""13/12/2024""","""222239""",1,"""CONSERVACION DE RECURSOS NATURALES""","""TECNICO""","""PRESENCIAL""",24,0,202402
68,"""REGIONAL SANTANDER""",9224,"""CENTRO INDUSTRIAL DE MANTENIMIENTO INTEGRAL""",12754531,"""08/05/2023""","""04/08/2025""","""821203""",1,"""IMPLEMENTACION DE REDES Y SERVICIOS DE TELECOMUNICACIONES""","""TECNOLOGO""","""PRESENCIAL""",24,0,202402
76,"""REGIONAL VALLE""",9227,"""CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL - CEAI""",12847654,"""07/11/2023""","""06/02/2026""","""224312""",1,"""AUTOMATIZACION DE SISTEMAS MECATRONICOS""","""TECNOLOGO""","""PRESENCIAL""",20,1,202402
5,"""REGIONAL ANTIOQUIA""",9203,"""CENTRO PARA EL DESARROLLO DEL HABITAT Y LA CONSTRUCCION""",12900008,"""11/12/2023""","""10/03/2025""","""832202""",2,"""INSTALACION DE SISTEMAS ELECTRICOS RESIDENCIALES Y COMERCIALES""","""TECNICO""","""PRESENCIAL""",28,2,202402
15,"""REGIONAL BOYACA""",9514,"""CENTRO INDUSTRIAL DE MANTENIMIENTO Y MANUFACTURA""",12501920,"""18/04/2022""","""17/04/2024""","""122107""",1,"""GESTION DE PROYECTOS DE DESARROLLO ECONOMICO Y SOCIAL""","""TECNOLOGO""","""PRESENCIAL""",23,0,202402
68,"""REGIONAL SANTANDER""",9122,"""CENTRO ATENCION SECTOR AGROPECUARIO""",12907200,"""06/02/2024""","""08/03/2024""","""12350003""",1,"""ELABORACION DEL PRESUPUESTO PARA EL MANEJO DE LAS FINANZAS PERSONALES.""","""CURSO ESPECIAL""","""VIRTUAL""",80,5,202402
11,"""REGIONAL DISTRITO CAPITAL""",9404,"""CENTRO DE GESTION ADMINISTRATIVA""",12673852,"""23/01/2023""","""22/01/2025""","""112005""",101,"""GESTION DEL TALENTO HUMANO""","""TECNOLOGO""","""PRESENCIAL""",25,1,202402
5,"""REGIONAL ANTIOQUIA""",9402,"""CENTRO DE SERVICIOS Y GESTION EMPRESARIAL""",12675757,"""21/11/2022""","""20/02/2025""","""524703""",1,"""ANIMACION 3D.""","""TECNOLOGO""","""VIRTUAL""",37,9,202402
76,"""REGIONAL VALLE""",9544,"""CENTRO DE BIOTECNOLOGIA INDUSTRIAL""",12924499,"""26/02/2024""","""01/04/2024""","""13410017""",1,"""COMPORTAMIENTO EMPRENDEDOR""","""CURSO ESPECIAL""","""PRESENCIAL""",26,0,202402
8,"""REGIONAL ATLANTICO""",9207,"""CENTRO NACIONAL COLOMBO ALEMAN""",12721852,"""27/03/2023""","""26/06/2024""","""632223""",2,"""OPERACIONES COMERCIALES EN RETAIL""","""TECNICO""","""VIRTUAL""",27,1,202402
19,"""REGIONAL CAUCA""",9113,"""CENTRO AGROPECUARIO""",12861953,"""23/10/2023""","""22/01/2025""","""222239""",1,"""CONSERVACION DE RECURSOS NATURALES""","""TECNICO""","""PRESENCIAL""",18,0,202402
8,"""REGIONAL ATLANTICO""",9103,"""CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL""",12721721,"""27/03/2023""","""26/06/2024""","""733402""",1,"""PROYECTOS AGROPECUARIOS.""","""TECNICO""","""VIRTUAL""",41,0,202402
99,"""REGIONAL VICHADA""",9531,"""CENTRO DE PRODUCCION Y TRANSFORMACION AGROINDUSTRIAL DE LA ORINOQUIA""",12721532,"""27/03/2023""","""26/06/2025""","""228118""",1,"""ANALISIS Y DESARROLLO DE SOFTWARE.""","""TECNOLOGO""","""VIRTUAL""",39,1,202402
54,"""REGIONAL NORTE DE SANTANDER""",9537,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",12715083,"""21/03/2023""","""06/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",40,2,202402
5,"""REGIONAL ANTIOQUIA""",9401,"""CENTRO DE SERVICIOS DE SALUD""",12929792,"""27/02/2024""","""29/03/2024""","""51240089""",1,"""ENGLISH DOES WORK - LEVEL 3""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
68,"""REGIONAL SANTANDER""",9546,"""CENTRO DE GESTION AGROEMPRESARIAL DEL ORIENTE""",12773266,"""10/07/2023""","""09/10/2024""","""637200""",1,""".ATENCION INTEGRAL A LA PRIMERA INFANCIA""","""TECNICO""","""PRESENCIAL""",20,0,202402
73,"""REGIONAL TOLIMA""",9226,"""CENTRO DE INDUSTRIA Y CONSTRUCCION""",12670547,"""23/01/2023""","""13/06/2024""","""524500""",3,"""PATRONAJE INDUSTRIAL DE PRENDAS DE VESTIR""","""TECNICO""","""PRESENCIAL""",10,0,202402
52,"""REGIONAL NARIÑO""",9536,"""CENTRO INTERNACIONAL DE PRODUCCION LIMPIA - LOPE""",12847715,"""07/11/2023""","""06/11/2025""","""223309""",100,"""AUTOMATIZACION INDUSTRIAL""","""TECNOLOGO""","""PRESENCIAL""",23,1,202402
13,"""REGIONAL BOLIVAR""",9304,"""CENTRO DE COMERCIO Y SERVICIOS""",12909657,"""08/02/2024""","""06/03/2024""","""33130157""",1,"""ELABORACION DE ALIMENTOS SALUDABLES""","""CURSO ESPECIAL""","""VIRTUAL""",80,2,202402
11,"""REGIONAL DISTRITO CAPITAL""",9303,"""CENTRO DE GESTION DE MERCADOS, LOGISTICA Y TECNOLOGIAS DE LA INFORMACION""",12450406,"""24/01/2022""","""23/04/2024""","""228108""",1,"""DESARROLLO DE VIDEOJUEGOS Y ENTORNOS INTERACTIVOS""","""TECNOLOGO""","""PRESENCIAL""",16,0,202402
17,"""REGIONAL CALDAS""",9219,"""CENTRO DE AUTOMATIZACION INDUSTRIAL""",12866472,"""23/10/2023""","""22/01/2025""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",16,0,202402
76,"""REGIONAL VALLE""",9543,"""CENTRO DE TECNOLOGIAS AGROINDUSTRIALES""",12697388,"""28/02/2023""","""30/11/2024""","""224503""",1,"""INSTALACION Y MANTENIMIENTO DE REDES INALAMBRICAS""","""TECNICO""","""PRESENCIAL""",29,0,202402
73,"""REGIONAL TOLIMA""",9226,"""CENTRO DE INDUSTRIA Y CONSTRUCCION""",12477532,"""01/02/2022""","""31/01/2024""","""228106""",102,"""ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION""","""TECNOLOGO""","""PRESENCIAL""",23,0,202402
76,"""REGIONAL VALLE""",9227,"""CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL - CEAI""",12675927,"""21/11/2022""","""22/03/2024""","""228123""",1,"""PROGRAMACION DE APLICACIONES PARA DISPOSITIVOS MOVILES""","""TECNICO""","""VIRTUAL""",9,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12702979,"""16/02/2023""","""16/12/2024""","""134101""",2,"""ASISTENCIA ADMINISTRATIVA .""","""TECNICO""","""PRESENCIAL""",20,0,202402
5,"""REGIONAL ANTIOQUIA""",9201,"""CENTRO DEL DISEÑO Y MANUFACTURA DEL CUERO""",12697351,"""09/02/2023""","""08/02/2025""","""122128""",1,"""GESTION INTEGRADA DE LA CALIDAD, MEDIO AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL""","""TECNOLOGO""","""PRESENCIAL""",22,0,202402
13,"""REGIONAL BOLIVAR""",9105,"""CENTRO INTERNACIONAL NAUTICO, FLUVIAL Y PORTUARIO""",12728952,"""17/04/2023""","""16/07/2024""","""636401""",1,"""ATENCION EN INCENDIOS, RESCATES Y OTRAS EMERGENCIAS..""","""TECNICO""","""PRESENCIAL""",35,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9404,"""CENTRO DE GESTION ADMINISTRATIVA""",12722291,"""27/03/2023""","""26/06/2025""","""228118""",1,"""ANALISIS Y DESARROLLO DE SOFTWARE.""","""TECNOLOGO""","""VIRTUAL""",48,0,202402
5,"""REGIONAL ANTIOQUIA""",9301,"""CENTRO DE COMERCIO""",12466487,"""24/01/2022""","""23/01/2024""","""621113""",1,"""GESTION DE MERCADOS""","""TECNOLOGO""","""PRESENCIAL""",12,0,202402
8,"""REGIONAL ATLANTICO""",9302,"""CENTRO DE COMERCIO Y SERVICIOS""",12710282,"""17/04/2023""","""16/06/2024""","""631101""",2,"""ASESORIA COMERCIAL""","""TECNICO""","""PRESENCIAL""",26,0,202402
54,"""REGIONAL NORTE DE SANTANDER""",9537,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",12774005,"""10/07/2023""","""09/10/2025""","""821100""",1,"""PRODUCCION DE COMPONENTES MECANICOS CON MAQUINAS DE CONTROL NUMERICO COMPUTARIZADO""","""TECNOLOGO""","""PRESENCIAL""",29,0,202402
52,"""REGIONAL NARIÑO""",9534,"""CENTRO SUR COLOMBIANO DE LOGISTICA INTERNACIONAL""",12903195,"""23/01/2024""","""03/02/2024""","""83240116""",1,"""EMPALME EN LA RED DE DISTRIBUCION DE FIBRA OPTICA""","""CURSO ESPECIAL""","""PRESENCIAL""",19,0,202402
68,"""REGIONAL SANTANDER""",9540,"""CENTRO INDUSTRIAL Y DEL DESARROLLO TECNOLOGICO""",12717242,"""28/03/2023""","""30/11/2024""","""832202""",2,"""INSTALACION DE SISTEMAS ELECTRICOS RESIDENCIALES Y COMERCIALES""","""TECNICO""","""PRESENCIAL""",17,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9403,"""CENTRO DE FORMACION DE TALENTO HUMANO EN SALUD""",12775709,"""10/07/2023""","""09/10/2024""","""637200""",1,""".ATENCION INTEGRAL A LA PRIMERA INFANCIA""","""TECNICO""","""PRESENCIAL""",27,0,202402
5,"""REGIONAL ANTIOQUIA""",9402,"""CENTRO DE SERVICIOS Y GESTION EMPRESARIAL""",12693236,"""20/12/2022""","""20/03/2025""","""922609""",1,"""GESTION DE PROCESOS DE PREPRENSA PARA MEDIOS IMPRESOS""","""TECNOLOGO""","""PRESENCIAL""",15,0,202402
8,"""REGIONAL ATLANTICO""",9208,"""CENTRO INDUSTRIAL Y DE AVIACION""",12922356,"""22/02/2024""","""20/03/2024""","""13450090""",1,"""FACTURACION DE LOS SERVICIOS EN SALUD""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
68,"""REGIONAL SANTANDER""",9541,"""CENTRO AGROTURISTICO""",12897992,"""04/12/2023""","""03/11/2025""","""832202""",2,"""INSTALACION DE SISTEMAS ELECTRICOS RESIDENCIALES Y COMERCIALES""","""TECNICO""","""PRESENCIAL""",18,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9508,"""CENTRO DE FORMACION EN ACTIVIDAD FISICA Y CULTURA""",12918764,"""22/02/2024""","""06/03/2024""","""62360012""",1,"""EMPRENDIMIENTO DIGITAL""","""CURSO ESPECIAL""","""PRESENCIAL""",30,0,202402
25,"""REGIONAL CUNDINAMARCA""",9513,"""CENTRO DE DESARROLLO AGROEMPRESARIAL""",12913604,"""19/02/2024""","""29/04/2024""","""13530036""",1,"""MANEJO BASICO DE HERRAMIENTAS OFIMATICAS I""","""CURSO ESPECIAL""","""PRESENCIAL""",35,0,202402
76,"""REGIONAL VALLE""",9543,"""CENTRO DE TECNOLOGIAS AGROINDUSTRIALES""",12916207,"""16/02/2024""","""20/03/2024""","""11220137""",3,"""EVALUADOR DE COMPETENCIAS LABORALES EN EL AREA TECNICA DE SU DOMINIO""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
5,"""REGIONAL ANTIOQUIA""",9206,"""CENTRO TEXTIL Y DE GESTION INDUSTRIAL""",12928565,"""27/02/2024""","""29/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
54,"""REGIONAL NORTE DE SANTANDER""",9119,"""CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO""",12834700,"""11/09/2023""","""10/12/2025""","""524300""",1,"""DESARROLLO DE COLECCIONES PARA LA INDUSTRIA DE LA MODA.""","""TECNOLOGO""","""VIRTUAL""",44,0,202402
18,"""REGIONAL CAQUETA""",9516,"""CENTRO TECNOLOGICO DE LA AMAZONIA""",12918491,"""17/02/2024""","""30/11/2025""","""733193""",1,"""SISTEMAS AGROPECUARIOS ECOLOGICOS.""","""TECNICO""","""PRESENCIAL""",13,0,202402
18,"""REGIONAL CAQUETA""",9516,"""CENTRO TECNOLOGICO DE LA AMAZONIA""",12917982,"""17/02/2024""","""30/11/2025""","""222239""",1,"""CONSERVACION DE RECURSOS NATURALES""","""TECNICO""","""PRESENCIAL""",25,0,202402
70,"""REGIONAL SUCRE""",9542,"""CENTRO DE LA INNOVACION, LA TECNOLOGIA Y LOS SERVICIOS""",12875978,"""22/01/2024""","""21/04/2025""","""233105""",2,"""MANTENIMIENTO DE EQUIPOS DE COMPUTO.""","""TECNICO""","""PRESENCIAL""",30,0,202402
8,"""REGIONAL ATLANTICO""",9207,"""CENTRO NACIONAL COLOMBO ALEMAN""",12758550,"""15/05/2023""","""14/08/2024""","""632223""",2,"""OPERACIONES COMERCIALES EN RETAIL""","""TECNICO""","""VIRTUAL""",29,1,202402
76,"""REGIONAL VALLE""",9124,"""CENTRO AGROPECUARIO DE BUGA""",12712475,"""01/03/2023""","""15/12/2024""","""633100""",1,"""OPERACION TURISTICA LOCAL""","""TECNICO""","""PRESENCIAL""",19,1,202402
68,"""REGIONAL SANTANDER""",9224,"""CENTRO INDUSTRIAL DE MANTENIMIENTO INTEGRAL""",12834378,"""11/09/2023""","""10/12/2025""","""121524""",1,"""GESTION INTEGRAL DEL TRANSPORTE""","""TECNOLOGO""","""VIRTUAL""",39,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9212,"""CENTRO DE MANUFACTURA EN TEXTILES Y CUERO""",12911527,"""12/02/2024""","""14/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,4,202402
5,"""REGIONAL ANTIOQUIA""",9504,"""COMPLEJO TECNOLOGICO AGROINDUSTRIAL, PECUARIO Y TURISTICO""",12714206,"""20/02/2023""","""13/12/2024""","""133100""",2,"""CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.""","""TECNICO""","""PRESENCIAL""",37,0,202402
8,"""REGIONAL ATLANTICO""",9302,"""CENTRO DE COMERCIO Y SERVICIOS""",12903808,"""29/01/2024""","""08/03/2024""","""51240078""",1,"""INGLES BASICO - NIVEL 1""","""CURSO ESPECIAL""","""PRESENCIAL""",28,0,202402
68,"""REGIONAL SANTANDER""",9122,"""CENTRO ATENCION SECTOR AGROPECUARIO""",12718312,"""03/03/2023""","""06/12/2024""","""936161""",1,"""AGROINDUSTRIA ALIMENTARIA""","""TECNICO""","""PRESENCIAL""",22,0,202402
41,"""REGIONAL HUILA""",9116,"""CENTRO DE FORMACION AGROINDUSTRIAL""",12911211,"""12/02/2024""","""26/02/2024""","""11220041""",1,"""EMPRENDIMIENTO INNOVADOR""","""CURSO ESPECIAL""","""PRESENCIAL""",23,0,202402
54,"""REGIONAL NORTE DE SANTANDER""",9119,"""CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO""",12501141,"""18/04/2022""","""17/09/2024""","""921700""",2,"""CONTROL DE CALIDAD EN LA INDUSTRIA DE ALIMENTOS""","""TECNOLOGO""","""PRESENCIAL""",7,0,202402
17,"""REGIONAL CALDAS""",9219,"""CENTRO DE AUTOMATIZACION INDUSTRIAL""",2300987,"""29/01/2024""","""29/01/2024""","""1413104201""",1,"""PORTAFOLIO DE EVIDENCIAS DEL INSTRUCTOR""","""EVENTO""","""PRESENCIAL""",37,0,202402
66,"""REGIONAL RISARALDA""",9308,"""CENTRO DE COMERCIO Y SERVICIOS""",12560221,"""18/07/2022""","""17/07/2024""","""112005""",101,"""GESTION DEL TALENTO HUMANO""","""TECNOLOGO""","""PRESENCIAL""",16,0,202402
5,"""REGIONAL ANTIOQUIA""",9401,"""CENTRO DE SERVICIOS DE SALUD""",12822237,"""02/10/2023""","""01/07/2024""","""637700""",1,"""CUIDADO ESTETICO DE MANOS Y PIES..""","""OPERARIO""","""PRESENCIAL""",27,7,202402
54,"""REGIONAL NORTE DE SANTANDER""",9119,"""CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO""",12905885,"""09/02/2024""","""29/02/2024""","""52440872""",1,"""ELABORACION DE ARTICULOS DECORATIVOS Y UTILITARIOS APLICANDO TECNICA DE ACRILICOS""","""CURSO ESPECIAL""","""PRESENCIAL""",28,0,202402
5,"""REGIONAL ANTIOQUIA""",9402,"""CENTRO DE SERVICIOS Y GESTION EMPRESARIAL""",12901666,"""18/12/2023""","""17/03/2026""","""228118""",1,"""ANALISIS Y DESARROLLO DE SOFTWARE.""","""TECNOLOGO""","""PRESENCIAL""",29,1,202402
52,"""REGIONAL NARIÑO""",9535,"""CENTRO AGROINDUSTRIAL Y PESQUERO DE LA COSTA PACIFICA""",12920895,"""16/02/2024""","""30/11/2025""","""134101""",2,"""ASISTENCIA ADMINISTRATIVA .""","""TECNICO""","""PRESENCIAL""",25,0,202402
20,"""REGIONAL CESAR""",9521,"""CENTRO DE OPERACION Y MANTENIMIENTO MINERO""",12901096,"""15/12/2023""","""13/12/2025""","""228101""",102,"""PRODUCCION DE MULTIMEDIA""","""TECNOLOGO""","""PRESENCIAL""",27,1,202402
5,"""REGIONAL ANTIOQUIA""",9549,"""COMPLEJO TECNOLOGICO, TURISTICO Y AGROINDUSTRIAL DEL OCCIDENTE ANTIOQUEÑO""",12759546,"""02/05/2023""","""02/08/2024""","""635604""",1,"""SERVICIOS DE BARISMO""","""TECNICO""","""PRESENCIAL""",28,0,202402
8,"""REGIONAL ATLANTICO""",9103,"""CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL""",12695151,"""01/02/2023""","""30/11/2024""","""733410""",101,"""PRODUCCION AGROPECUARIA""","""TECNICO""","""PRESENCIAL""",24,0,202402
88,"""REGIONAL SAN ANDRES""",9539,"""CENTRO DE FORMACION TURISTICA GENTE DE MAR Y DE SERVICIOS""",12927932,"""27/02/2024""","""29/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
19,"""REGIONAL CAUCA""",9307,"""CENTRO DE COMERCIO Y SERVICIOS""",12774134,"""10/07/2023""","""09/07/2025""","""121202""",101,"""GESTION BANCARIA Y DE ENTIDADES FINANCIERAS""","""TECNOLOGO""","""PRESENCIAL""",17,0,202402
76,"""REGIONAL VALLE""",9544,"""CENTRO DE BIOTECNOLOGIA INDUSTRIAL""",12884621,"""20/11/2023""","""19/02/2026""","""121523""",2,"""COORDINACION DE PROCESOS LOGISTICOS""","""TECNOLOGO""","""VIRTUAL""",36,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9403,"""CENTRO DE FORMACION DE TALENTO HUMANO EN SALUD""",12914185,"""14/02/2024""","""11/03/2024""","""33110228""",3,"""DESARROLLO DE HABILIDADES COMUNICATIVAS BASICAS EN LENGUA DE SEÑAS COLOMBIANA""","""CURSO ESPECIAL""","""PRESENCIAL""",19,0,202402
68,"""REGIONAL SANTANDER""",9540,"""CENTRO INDUSTRIAL Y DEL DESARROLLO TECNOLOGICO""",12911128,"""14/02/2024""","""25/02/2024""","""63730741""",1,"""BIOSEGURIDAD APLICADA A LA ESTETICA Y BELLEZA""","""CURSO ESPECIAL""","""PRESENCIAL""",34,0,202402
15,"""REGIONAL BOYACA""",9514,"""CENTRO INDUSTRIAL DE MANTENIMIENTO Y MANUFACTURA""",12924188,"""26/02/2024""","""28/03/2024""","""21720194""",1,"""USO DE LA HERRAMIENTA OFIMATICA MICROSOFT WORD PARA EL PROCESAMIENTO DE TEXTOS.""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
5,"""REGIONAL ANTIOQUIA""",9402,"""CENTRO DE SERVICIOS Y GESTION EMPRESARIAL""",12821723,"""02/10/2023""","""31/12/2025""","""513101""",3,"""PRODUCCION DE MEDIOS AUDIOVISUALES DIGITALES""","""TECNOLOGO""","""PRESENCIAL""",20,1,202402
25,"""REGIONAL CUNDINAMARCA""",9513,"""CENTRO DE DESARROLLO AGROEMPRESARIAL""",12918596,"""19/02/2024""","""21/03/2024""","""51240090""",1,"""ENGLISH DOES WORK - LEVEL 4""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
63,"""REGIONAL QUINDIO""",9538,"""CENTRO DE COMERCIO Y TURISMO""",12907098,"""06/02/2024""","""08/03/2024""","""12210545""",1,"""COMUNICACION EN EQUIPOS DE TRABAJO.""","""CURSO ESPECIAL""","""VIRTUAL""",80,3,202402
76,"""REGIONAL VALLE""",9227,"""CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL - CEAI""",12913986,"""16/02/2024""","""12/04/2024""","""51240082""",1,"""INGLES PRE INTERMEDIO - NIVEL 1""","""CURSO ESPECIAL""","""PRESENCIAL""",23,0,202402
19,"""REGIONAL CAUCA""",9307,"""CENTRO DE COMERCIO Y SERVICIOS""",12675809,"""21/11/2022""","""20/02/2025""","""228118""",1,"""ANALISIS Y DESARROLLO DE SOFTWARE.""","""TECNOLOGO""","""VIRTUAL""",31,1,202402
19,"""REGIONAL CAUCA""",9113,"""CENTRO AGROPECUARIO""",12914932,"""15/02/2024""","""19/03/2024""","""33110256""",1,"""DESARROLLO DE COMPETENCIAS DIGITALES EN EL TALENTO HUMANO EN SALUD""","""CURSO ESPECIAL""","""VIRTUAL""",80,2,202402
8,"""REGIONAL ATLANTICO""",9302,"""CENTRO DE COMERCIO Y SERVICIOS""",12925953,"""27/02/2024""","""29/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
5,"""REGIONAL ANTIOQUIA""",9127,"""CENTRO DE FORMACION MINERO AMBIENTAL""",12879641,"""20/11/2023""","""19/02/2026""","""228118""",1,"""ANALISIS Y DESARROLLO DE SOFTWARE.""","""TECNOLOGO""","""VIRTUAL""",46,0,202402
73,"""REGIONAL TOLIMA""",9123,"""CENTRO AGROPECUARIO LA GRANJA""",12909820,"""09/02/2024""","""13/03/2024""","""12210544""",1,"""ATENCION AL CLIENTE POR MEDIOS TECNOLOGICOS.""","""CURSO ESPECIAL""","""VIRTUAL""",80,2,202402
