CODIGO_REGIONAL,NOMBRE_REGIONAL,CODIGO_CENTRO,NOMBRE_CENTRO,IDENTIFICADOR_UNICO_FICHA,FECHA_INICIO_FICHA,FECHA_TERMINACION_FICHA,CODIGO_PROGRAMA,VERSION_PROGRAMA,NOMBRE_PROGRAMA_FORMACION,NIVEL_FORMACION,MODALIDAD_FORMACION,TOTAL_APRENDICES_MATRICULADOS,DESERTORES_AÑO_ACTUAL,PERIODO,tasa_desercion,duracion_dias,duracion_meses,mes_inicio,año_inicio,tiene_desercion
73,REGIONAL TOLIMA,9310,CENTRO DE COMERCIO Y SERVICIOS,12922452,2024-02-27,2024-03-29,51240087,1,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,31,1,2,2024,FALSE
52,REGIONAL NARIÑO,9535,CENTRO AGROINDUSTRIAL Y PESQUERO DE LA COSTA PACIFICA,12502601,2022-04-18,2024-04-17,722123,101,PRODUCCION AGRICOLA,TECNOLOGO,PRESENCIAL,37,2,202402,0.05405405405405406,730,24,4,2022,TRUE
25,REGIONAL CUNDINAMARCA,9512,CENTRO DE BIOTECNOLOGIA AGROPECUARIA,12693892,2023-02-01,2024-12-13,134101,2,ASISTENCIA ADMINISTRATIVA .,TECNICO,PRESENCIAL,37,0,202402,0,681,22.4,2,2023,FALSE
15,REGIONAL BOYACA,9305,CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL,12693644,2023-03-01,2024-12-13,233104,2,PROGRAMACION DE SOFTWARE .,TECNICO,PRESENCIAL,26,0,202402,0,653,21.5,3,2023,FALSE
8,REGIONAL ATLANTICO,9302,CENTRO DE COMERCIO Y SERVICIOS,12905176,2024-02-01,2024-02-28,22810744,3,MANEJO DE HERRAMIENTAS MICROSOFT OFFICE 2016: EXCEL,CURSO ESPECIAL,VIRTUAL,80,58,202402,0.725,27,0.9,2,2024,TRUE
5,REGIONAL ANTIOQUIA,9204,CENTRO DE TECNOLOGIA DE LA MANUFACTURA AVANZADA.,12874652,2024-01-22,2025-04-21,837101,1,MECANICA DE MAQUINARIA INDUSTRIAL,TECNICO,PRESENCIAL,17,0,202402,0,455,15,1,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9213,CENTRO DE TECNOLOGIAS DEL TRANSPORTE,12914989,2024-02-16,2024-03-20,51240092,1,ENGLISH DOES WORK - LEVEL 6,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,33,1.1,2,2024,FALSE
13,REGIONAL BOLIVAR,9105,"CENTRO INTERNACIONAL NAUTICO, FLUVIAL Y PORTUARIO",12773885,2023-07-10,2024-10-09,834258,1,SOLDADURA DE PRODUCTOS METALICOS EN PLATINA,TECNICO,PRESENCIAL,23,0,202402,0,457,15,7,2023,FALSE
19,REGIONAL CAUCA,9307,CENTRO DE COMERCIO Y SERVICIOS,12673627,2023-01-23,2024-04-22,133100,2,CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.,TECNICO,PRESENCIAL,18,0,202402,0,455,15,1,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9303,"CENTRO DE GESTION DE MERCADOS, LOGISTICA Y TECNOLOGIAS DE LA INFORMACION",12503464,2022-04-18,2024-07-17,513101,3,PRODUCCION DE MEDIOS AUDIOVISUALES DIGITALES,TECNOLOGO,PRESENCIAL,25,0,202402,0,821,27,4,2022,FALSE
66,REGIONAL RISARALDA,9223,CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL,12560119,2022-07-18,2024-10-17,228118,1,ANALISIS Y DESARROLLO DE SOFTWARE.,TECNOLOGO,PRESENCIAL,21,0,202402,0,822,27,7,2022,FALSE
50,REGIONAL META,9117,CENTRO AGROINDUSTRIAL DEL META,12913093,2024-02-13,2024-03-15,51240088,1,ENGLISH DOES WORK - LEVEL 2,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,31,1,2,2024,FALSE
73,REGIONAL TOLIMA,9226,CENTRO DE INDUSTRIA Y CONSTRUCCION,12699896,2023-02-13,2024-05-12,838200,1,MANTENIMIENTO ELECTRICO Y CONTROL ELECTRONICO DE AUTOMOTORES,TECNICO,PRESENCIAL,33,0,202402,0,454,14.9,2,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9406,"CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS",12834538,2023-09-11,2025-12-10,723179,1,GESTION AGROEMPRESARIAL,TECNOLOGO,VIRTUAL,37,0,202402,0,821,27,9,2023,FALSE
25,REGIONAL CUNDINAMARCA,9509,CENTRO DE DESARROLLO AGROINDUSTRIAL Y EMPRESARIAL,12915282,2024-02-22,2024-03-02,83510016,1,OPERACION DE MAQUINAS PARA DIMENSIONAR MADERA,CURSO ESPECIAL,PRESENCIAL,25,0,202402,0,9,0.3,2,2024,FALSE
73,REGIONAL TOLIMA,9123,CENTRO AGROPECUARIO LA GRANJA,12783082,2023-07-04,2024-10-03,635200,1,PANIFICACION.,TECNICO,PRESENCIAL,25,6,202402,0.24,457,15,7,2023,TRUE
76,REGIONAL VALLE,9229,CENTRO DE DISEÑO TECNOLOGICO INDUSTRIAL,12720784,2023-04-08,2024-06-16,832422,1,INSTALACION Y REPARACION DE RED DE FIBRA OPTICA,TECNICO,PRESENCIAL,15,0,202402,0,435,14.3,4,2023,FALSE
68,REGIONAL SANTANDER,9122,CENTRO ATENCION SECTOR AGROPECUARIO,12915670,2024-02-15,2024-04-12,73322040,3,IMPLEMENTACION DE PRACTICAS AMBIENTALES EN LOS SISTEMAS PRODUCTIVOS AVICOLAS,CURSO ESPECIAL,PRESENCIAL,22,0,202402,0,57,1.9,2,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9405,CENTRO DE SERVICIOS FINANCIEROS,12702947,2023-02-16,2024-12-16,133100,2,CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.,TECNICO,PRESENCIAL,24,0,202402,0,669,22,2,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9214,CENTRO METALMECANICO,12506310,2022-04-18,2024-04-17,922714,1,DISEÑO DE ELEMENTOS MECANICOS PARA SU FABRICACION CON MAQUINAS HERRAMIENTAS CNC,TECNOLOGO,PRESENCIAL,18,0,202402,0,730,24,4,2022,FALSE
73,REGIONAL TOLIMA,9310,CENTRO DE COMERCIO Y SERVICIOS,12694370,2023-01-23,2024-06-16,123101,1,GESTION CONTABLE Y DE INFORMACION FINANCIERA,TECNOLOGO,PRESENCIAL,24,0,202402,0,510,16.8,1,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9404,CENTRO DE GESTION ADMINISTRATIVA,12662932,2022-10-18,2024-10-17,112005,101,GESTION DEL TALENTO HUMANO,TECNOLOGO,PRESENCIAL,31,0,202402,0,730,24,10,2022,FALSE
19,REGIONAL CAUCA,9113,CENTRO AGROPECUARIO,12921307,2024-02-13,2024-03-26,06000033,2,ELABORACION DE BIOABONOS SOLIDOS,CURSO ESPECIAL,PRESENCIAL,26,0,202402,0,42,1.4,2,2024,FALSE
73,REGIONAL TOLIMA,9123,CENTRO AGROPECUARIO LA GRANJA,12920664,2024-02-27,2024-03-29,41311622,1,DESARROLLO DE CAPACIDADES QUE PERMITAN ENFRENTAR DESAFIOS EN ENTORNOS CAMBIANTES.,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,31,1,2,2024,FALSE
68,REGIONAL SANTANDER,9541,CENTRO AGROTURISTICO,12671858,2023-01-23,2024-04-22,134101,2,ASISTENCIA ADMINISTRATIVA .,TECNICO,PRESENCIAL,14,0,202402,0,455,15,1,2023,FALSE
47,REGIONAL MAGDALENA,9118,CENTRO ACUICOLA Y AGROINDUSTRIAL DE GAIRA,12897895,2024-01-22,2025-04-21,837530,1,"MANTENIMIENTO DE EQUIPOS DE REFRIGERACION, VENTILACION Y CLIMATIZACION",TECNICO,PRESENCIAL,30,0,202402,0,455,15,1,2024,FALSE
8,REGIONAL ATLANTICO,9103,CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL,12899627,2023-12-01,2024-08-30,526600,1,BISUTERIA ARTESANAL.,OPERARIO,PRESENCIAL,20,1,202402,0.05,273,9,12,2023,TRUE
20,REGIONAL CESAR,9521,CENTRO DE OPERACION Y MANTENIMIENTO MINERO,12730834,2023-03-17,2024-12-13,133100,2,CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.,TECNICO,PRESENCIAL,37,0,202402,0,637,21,3,2023,FALSE
23,REGIONAL CORDOBA,9523,"CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA",12697788,2023-02-20,2024-11-30,233101,1,SISTEMAS.,TECNICO,PRESENCIAL,29,0,202402,0,649,21.3,2,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9210,"CENTRO DE ELECTRICIDAD, ELECTRONICA Y TELECOMUNICACIONES",12909707,2024-02-08,2024-03-06,22810744,3,MANEJO DE HERRAMIENTAS MICROSOFT OFFICE 2016: EXCEL,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,27,0.9,2,2024,FALSE
73,REGIONAL TOLIMA,9123,CENTRO AGROPECUARIO LA GRANJA,12870239,2023-12-04,2026-03-03,723179,1,GESTION AGROEMPRESARIAL,TECNOLOGO,PRESENCIAL,35,0,202402,0,820,27,12,2023,FALSE
76,REGIONAL VALLE,9125,CENTRO LATINOAMERICANO DE ESPECIES MENORES,12834580,2023-09-11,2024-12-10,228122,1,PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE,TECNICO,VIRTUAL,39,3,202402,0.07692307692307693,456,15,9,2023,TRUE
17,REGIONAL CALDAS,9219,CENTRO DE AUTOMATIZACION INDUSTRIAL,12904186,2024-01-23,2024-04-02,42110153,1,EJERCICIO DERECHOS FUNDAMENTALES EN EL TRABAJO,CURSO ESPECIAL,PRESENCIAL,9,0,202402,0,70,2.3,1,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9217,CENTRO PARA LA INDUSTRIA DE LA COMUNICACION GRAFICA,12904580,2024-01-30,2024-02-26,22810744,3,MANEJO DE HERRAMIENTAS MICROSOFT OFFICE 2016: EXCEL,CURSO ESPECIAL,VIRTUAL,80,67,202402,0.8375,27,0.9,1,2024,TRUE
66,REGIONAL RISARALDA,9223,CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL,12758446,2023-05-15,2025-08-14,124100,1,DESARROLLO PUBLICITARIO,TECNOLOGO,VIRTUAL,40,0,202402,0,822,27,5,2023,FALSE
5,REGIONAL ANTIOQUIA,9549,"COMPLEJO TECNOLOGICO, TURISTICO Y AGROINDUSTRIAL DEL OCCIDENTE ANTIOQUEÑO",12900975,2023-12-11,2026-03-10,121523,2,COORDINACION DE PROCESOS LOGISTICOS,TECNOLOGO,VIRTUAL,37,0,202402,0,820,27,12,2023,FALSE
17,REGIONAL CALDAS,9220,CENTRO DE PROCESOS INDUSTRIALES Y CONSTRUCCION,12669137,2023-01-23,2025-04-22,821620,1,GESTION DEL MANTENIMIENTO DE AUTOMOTORES.,TECNOLOGO,PRESENCIAL,23,0,202402,0,820,27,1,2023,FALSE
68,REGIONAL SANTANDER,9541,CENTRO AGROTURISTICO,12876571,2024-01-22,2025-04-21,637307,9,PELUQUERIA.,TECNICO,PRESENCIAL,24,2,202402,0.08333333333333333,455,15,1,2024,TRUE
66,REGIONAL RISARALDA,9308,CENTRO DE COMERCIO Y SERVICIOS,12708583,2023-04-17,2024-07-16,134600,1,OPERACIONES DE COMERCIO EXTERIOR,TECNICO,PRESENCIAL,26,0,202402,0,456,15,4,2023,FALSE
8,REGIONAL ATLANTICO,9302,CENTRO DE COMERCIO Y SERVICIOS,12619523,2022-10-06,2025-01-05,124102,1,PROCESOS PARA LA COMERCIALIZACION INTERNACIONAL,TECNOLOGO,PRESENCIAL,26,0,202402,0,822,27,10,2022,FALSE
5,REGIONAL ANTIOQUIA,9206,CENTRO TEXTIL Y DE GESTION INDUSTRIAL,12926164,2024-02-27,2024-04-16,41311514,1,APLICACION DE LA ETICA Y HABILIDADES SOCIALES EN EL CONTEXTO LABORAL,CURSO ESPECIAL,PRESENCIAL,24,0,202402,0,49,1.6,2,2024,FALSE
13,REGIONAL BOLIVAR,9104,CENTRO AGROEMPRESARIAL Y MINERO,12929758,2024-02-27,2024-02-29,66210009,2,HIGIENE Y MANIPULACION DE ALIMENTOS,CURSO ESPECIAL,PRESENCIAL,28,0,202402,0,2,0.1,2,2024,FALSE
13,REGIONAL BOLIVAR,9104,CENTRO AGROEMPRESARIAL Y MINERO,12922520,2024-02-26,2024-03-07,93610000,1,MANIPULACION DE ALIMENTOS,CURSO ESPECIAL,PRESENCIAL,35,0,202402,0,10,0.3,2,2024,FALSE
25,REGIONAL CUNDINAMARCA,9232,CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,12693633,2023-01-23,2024-07-22,123101,1,GESTION CONTABLE Y DE INFORMACION FINANCIERA,TECNOLOGO,PRESENCIAL,28,0,202402,0,546,18,1,2023,FALSE
15,REGIONAL BOYACA,9305,CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL,12721688,2023-03-27,2025-06-26,124100,1,DESARROLLO PUBLICITARIO,TECNOLOGO,VIRTUAL,34,12,202402,0.35294117647058826,822,27,3,2023,TRUE
20,REGIONAL CESAR,9114,CENTRO BIOTECNOLOGICO DEL CARIBE,12923035,2024-02-22,2024-02-29,96151452,2,APLICACION DE BUENAS PRACTICAS DE MANUFACTURA EN LA INDUSTRIA DE ALIMENTOS Y BEBIDAS,CURSO ESPECIAL,PRESENCIAL,25,8,202402,0.32,7,0.2,2,2024,TRUE
11,REGIONAL DISTRITO CAPITAL,9213,CENTRO DE TECNOLOGIAS DEL TRANSPORTE,12713592,2023-04-17,2024-07-16,837304,1,"MANTENIMIENTO DE EQUIPO PESADO PARA INFRAESTRUCTURA, MINERIA Y TRANSPORTE.",TECNICO,PRESENCIAL,26,0,202402,0,456,15,4,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9211,CENTRO DE GESTION INDUSTRIAL,12620103,2022-10-06,2025-01-05,221111,4,QUIMICA APLICADA A LA INDUSTRIA,TECNOLOGO,PRESENCIAL,23,1,202402,0.043478260869565216,822,27,10,2022,TRUE
11,REGIONAL DISTRITO CAPITAL,9215,CENTRO DE MATERIALES Y ENSAYOS,12823063,2023-10-02,2024-12-31,231200,1,ALISTAMIENTO DE LABORATORIOS DE ANALISIS Y ENSAYOS PARA LA INDUSTRIA,TECNICO,PRESENCIAL,20,0,202402,0,456,15,10,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9215,CENTRO DE MATERIALES Y ENSAYOS,12906206,2024-02-06,2024-04-02,13410017,1,COMPORTAMIENTO EMPRENDEDOR,CURSO ESPECIAL,PRESENCIAL,29,0,202402,0,56,1.8,2,2024,FALSE
20,REGIONAL CESAR,9114,CENTRO BIOTECNOLOGICO DEL CARIBE,12774585,2023-07-10,2024-10-09,832333,1,MANTENIMIENTO E INSTALACION DE SISTEMAS SOLARES FOTOVOLTAICOS,TECNICO,PRESENCIAL,25,0,202402,0,457,15,7,2023,FALSE
25,REGIONAL CUNDINAMARCA,9509,CENTRO DE DESARROLLO AGROINDUSTRIAL Y EMPRESARIAL,12895440,2023-12-08,2026-03-07,226701,1,COORDINACION EN SISTEMAS INTEGRADOS DE GESTION,TECNOLOGO,PRESENCIAL,22,0,202402,0,820,27,12,2023,FALSE
5,REGIONAL ANTIOQUIA,9504,"COMPLEJO TECNOLOGICO AGROINDUSTRIAL, PECUARIO Y TURISTICO",12755803,2023-04-20,2024-06-19,836114,1,CONSTRUCCION DE EDIFICACIONES,TECNICO,PRESENCIAL,21,0,202402,0,426,14,4,2023,FALSE
73,REGIONAL TOLIMA,9123,CENTRO AGROPECUARIO LA GRANJA,12909827,2024-02-09,2024-03-13,41311622,1,DESARROLLO DE CAPACIDADES QUE PERMITAN ENFRENTAR DESAFIOS EN ENTORNOS CAMBIANTES.,CURSO ESPECIAL,VIRTUAL,80,5,202402,0.0625,33,1.1,2,2024,TRUE
76,REGIONAL VALLE,9228,CENTRO DE LA CONSTRUCCION,12907472,2024-02-06,2024-03-04,22310017,1,COSTOS Y PRESUPUESTOS PARA EDIFICACIONES I: GENERALIDADES,CURSO ESPECIAL,VIRTUAL,80,5,202402,0.0625,27,0.9,2,2024,TRUE
41,REGIONAL HUILA,9116,CENTRO DE FORMACION AGROINDUSTRIAL,12923578,2024-02-23,2024-03-22,62360012,1,EMPRENDIMIENTO DIGITAL,CURSO ESPECIAL,PRESENCIAL,27,0,202402,0,28,0.9,2,2024,FALSE
95,REGIONAL GUAVIARE,9533,"CENTRO DE DESARROLLO AGROINDUSTRIAL, TURISTICO Y TECNOLOGICO DEL GUAVIARE",12915668,2024-02-17,2024-03-09,41311426,1,APLICACION DE LA METODOLOGIA DE MARCO LOGICO PARA LA FORMULACION DE PROYECTOS EN EL SENA,CURSO ESPECIAL,PRESENCIAL,16,0,202402,0,21,0.7,2,2024,FALSE
23,REGIONAL CORDOBA,9115,CENTRO AGROPECUARIO Y DE BIOTECNOLOGIA EL PORVENIR,12742761,2023-04-03,2024-11-20,222321,1,PROMOTORIA EN MANEJO AMBIENTAL,TECNICO,PRESENCIAL,29,0,202402,0,597,19.6,4,2023,FALSE
76,REGIONAL VALLE,9229,CENTRO DE DISEÑO TECNOLOGICO INDUSTRIAL,12713849,2023-02-01,2024-12-13,524500,3,PATRONAJE INDUSTRIAL DE PRENDAS DE VESTIR,TECNICO,PRESENCIAL,31,0,202402,0,681,22.4,2,2023,FALSE
76,REGIONAL VALLE,9544,CENTRO DE BIOTECNOLOGIA INDUSTRIAL,12645590,2022-10-06,2024-01-05,845300,1,OPERACION DE MAQUINARIA AGRICOLA,TECNICO,PRESENCIAL,29,0,202402,0,456,15,10,2022,FALSE
66,REGIONAL RISARALDA,9121,CENTRO ATENCION SECTOR AGROPECUARIO,12866885,2023-11-01,2024-09-30,761301,1,PRODUCCION APICOLA,OPERARIO,PRESENCIAL,23,0,202402,0,334,11,11,2023,FALSE
5,REGIONAL ANTIOQUIA,9402,CENTRO DE SERVICIOS Y GESTION EMPRESARIAL,12593786,2022-07-18,2024-07-18,228101,102,PRODUCCION DE MULTIMEDIA,TECNOLOGO,PRESENCIAL,7,0,202402,0,731,24,7,2022,FALSE
11,REGIONAL DISTRITO CAPITAL,9217,CENTRO PARA LA INDUSTRIA DE LA COMUNICACION GRAFICA,12904602,2024-01-30,2024-03-01,41220017,1,ACERCAMIENTO A LA METODOLOGIA STEM: QUE ES E IDEAS PARA IMPLEMENTARLA,CURSO ESPECIAL,VIRTUAL,80,9,202402,0.1125,31,1,1,2024,TRUE
11,REGIONAL DISTRITO CAPITAL,9405,CENTRO DE SERVICIOS FINANCIEROS,12758744,2023-05-15,2024-08-14,631101,2,ASESORIA COMERCIAL,TECNICO,VIRTUAL,48,0,202402,0,457,15,5,2023,FALSE
41,REGIONAL HUILA,9527,"CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS",12555318,2022-07-18,2024-07-17,621201,102,GESTION EMPRESARIAL,TECNOLOGO,PRESENCIAL,21,0,202402,0,730,24,7,2022,FALSE
8,REGIONAL ATLANTICO,9207,CENTRO NACIONAL COLOMBO ALEMAN,12904722,2024-01-24,2024-04-03,21730061,1,FUNDAMENTOS DE PROGRAMACION,CURSO ESPECIAL,PRESENCIAL,25,0,202402,0,70,2.3,1,2024,FALSE
63,REGIONAL QUINDIO,9538,CENTRO DE COMERCIO Y TURISMO,12671167,2023-01-23,2024-04-22,637307,8,PELUQUERIA.,TECNICO,PRESENCIAL,9,0,202402,0,455,15,1,2023,FALSE
88,REGIONAL SAN ANDRES,9539,CENTRO DE FORMACION TURISTICA GENTE DE MAR Y DE SERVICIOS,12927744,2024-02-27,2024-03-29,51240087,1,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,VIRTUAL,80,1,202402,0.0125,31,1,2,2024,TRUE
68,REGIONAL SANTANDER,9309,CENTRO DE SERVICIOS EMPRESARIALES Y TURISTICOS,12719766,2023-03-15,2024-12-16,133100,2,CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.,TECNICO,PRESENCIAL,30,0,202402,0,642,21.1,3,2023,FALSE
52,REGIONAL NARIÑO,9536,CENTRO INTERNACIONAL DE PRODUCCION LIMPIA - LOPE,12906474,2024-02-12,2025-11-30,222239,1,CONSERVACION DE RECURSOS NATURALES,TECNICO,PRESENCIAL,22,0,202402,0,657,21.6,2,2024,FALSE
70,REGIONAL SUCRE,9542,"CENTRO DE LA INNOVACION, LA TECNOLOGIA Y LOS SERVICIOS",12773955,2023-07-10,2024-10-09,134101,2,ASISTENCIA ADMINISTRATIVA .,TECNICO,PRESENCIAL,30,1,202402,0.03333333333333333,457,15,7,2023,TRUE
76,REGIONAL VALLE,9311,CENTRO DE GESTION TECNOLOGICA DE SERVICIOS,12801466,2023-07-10,2024-04-09,637700,1,CUIDADO ESTETICO DE MANOS Y PIES..,OPERARIO,PRESENCIAL,27,6,202402,0.2222222222222222,274,9,7,2023,TRUE
76,REGIONAL VALLE,9124,CENTRO AGROPECUARIO DE BUGA,12874104,2024-01-22,2025-04-21,834258,1,SOLDADURA DE PRODUCTOS METALICOS EN PLATINA,TECNICO,PRESENCIAL,10,0,202402,0,455,15,1,2024,FALSE
76,REGIONAL VALLE,9230,CENTRO NACIONAL DE ASISTENCIA TECNICA A LA INDUSTRIA - ASTIN,12489863,2022-03-07,2024-03-06,122128,1,"GESTION INTEGRADA DE LA CALIDAD, MEDIO AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL",TECNOLOGO,PRESENCIAL,24,0,202402,0,730,24,3,2022,FALSE
73,REGIONAL TOLIMA,9226,CENTRO DE INDUSTRIA Y CONSTRUCCION,12901868,2023-12-15,2025-09-14,122128,1,"GESTION INTEGRADA DE LA CALIDAD, MEDIO AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL",TECNOLOGO,PRESENCIAL,31,1,202402,0.03225806451612903,639,21,12,2023,TRUE
86,REGIONAL PUTUMAYO,9518,CENTRO AGROFORESTAL Y ACUICOLA ARAPAIMA,12912156,2024-02-15,2024-02-28,52630006,1,ELABORACION DE PRODUCTOS ARTESANALES EN MADERA,CURSO ESPECIAL,PRESENCIAL,21,0,202402,0,13,0.4,2,2024,FALSE
54,REGIONAL NORTE DE SANTANDER,9537,"CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS",12712575,2023-03-21,2024-12-06,134600,1,OPERACIONES DE COMERCIO EXTERIOR,TECNICO,PRESENCIAL,24,0,202402,0,626,20.6,3,2023,FALSE
17,REGIONAL CALDAS,9306,CENTRO DE COMERCIO Y SERVICIOS,12915492,2024-02-01,2025-12-12,134101,2,ASISTENCIA ADMINISTRATIVA .,TECNICO,PRESENCIAL,31,0,202402,0,680,22.4,2,2024,FALSE
25,REGIONAL CUNDINAMARCA,9509,CENTRO DE DESARROLLO AGROINDUSTRIAL Y EMPRESARIAL,12736796,2023-03-28,2024-12-14,122814,1,OPERACION DE EVENTOS,TECNICO,PRESENCIAL,20,2,202402,0.1,627,20.6,3,2023,TRUE
76,REGIONAL VALLE,9311,CENTRO DE GESTION TECNOLOGICA DE SERVICIOS,12919067,2024-02-19,2025-11-30,134101,2,ASISTENCIA ADMINISTRATIVA .,TECNICO,PRESENCIAL,28,0,202402,0,650,21.4,2,2024,FALSE
5,REGIONAL ANTIOQUIA,9201,CENTRO DEL DISEÑO Y MANUFACTURA DEL CUERO,12908648,2024-02-07,2024-03-12,33130161,1,SISTEMA DE GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO SG-SST,CURSO ESPECIAL,VIRTUAL,80,3,202402,0.0375,34,1.1,2,2024,TRUE
23,REGIONAL CORDOBA,9523,"CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA",12669833,2023-01-23,2025-01-22,226245,1,GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO,TECNOLOGO,PRESENCIAL,31,0,202402,0,730,24,1,2023,FALSE
99,REGIONAL VICHADA,9531,CENTRO DE PRODUCCION Y TRANSFORMACION AGROINDUSTRIAL DE LA ORINOQUIA,12617751,2022-10-06,2024-04-05,134400,2,ASISTENCIA EN ORGANIZACION DE ARCHIVOS .,TECNICO,PRESENCIAL,21,0,202402,0,547,18,10,2022,FALSE
11,REGIONAL DISTRITO CAPITAL,9303,"CENTRO DE GESTION DE MERCADOS, LOGISTICA Y TECNOLOGIAS DE LA INFORMACION",12721857,2023-03-27,2024-06-26,632223,2,OPERACIONES COMERCIALES EN RETAIL,TECNICO,VIRTUAL,24,1,202402,0.041666666666666664,457,15,3,2023,TRUE
44,REGIONAL GUAJIRA,9524,CENTRO AGROEMPRESARIAL Y ACUICOLA,12649446,2022-11-15,2024-11-14,222203,100,GESTION DE RECURSOS NATURALES,TECNOLOGO,PRESENCIAL,14,0,202402,0,730,24,11,2022,FALSE
25,REGIONAL CUNDINAMARCA,9512,CENTRO DE BIOTECNOLOGIA AGROPECUARIA,12834682,2023-09-11,2024-12-10,134600,1,OPERACIONES DE COMERCIO EXTERIOR,TECNICO,VIRTUAL,65,0,202402,0,456,15,9,2023,FALSE
54,REGIONAL NORTE DE SANTANDER,9537,"CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS",12717639,2023-03-21,2024-12-06,233104,2,PROGRAMACION DE SOFTWARE .,TECNICO,PRESENCIAL,35,5,202402,0.14285714285714285,626,20.6,3,2023,TRUE
20,REGIONAL CESAR,9520,CENTRO AGROEMPRESARIAL,12711326,2023-03-10,2024-12-13,631124,2,OPERACION DE SERVICIOS EN CONTACT CENTER Y BPO,TECNICO,PRESENCIAL,23,0,202402,0,644,21.2,3,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9210,"CENTRO DE ELECTRICIDAD, ELECTRONICA Y TELECOMUNICACIONES",12718042,2023-03-15,2024-12-16,832202,2,INSTALACION DE SISTEMAS ELECTRICOS RESIDENCIALES Y COMERCIALES,TECNICO,PRESENCIAL,24,0,202402,0,642,21.1,3,2023,FALSE
5,REGIONAL ANTIOQUIA,9202,"CENTRO DE FORMACION EN DISEÑO, CONFECCION Y MODA.",12771133,2023-07-10,2024-10-09,935500,1,CONTROL DE CALIDAD EN CONFECCION INDUSTRIAL,TECNICO,PRESENCIAL,21,1,202402,0.047619047619047616,457,15,7,2023,TRUE
20,REGIONAL CESAR,9521,CENTRO DE OPERACION Y MANTENIMIENTO MINERO,12730345,2023-03-17,2024-12-13,134101,2,ASISTENCIA ADMINISTRATIVA .,TECNICO,PRESENCIAL,22,0,202402,0,637,21,3,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9403,CENTRO DE FORMACION DE TALENTO HUMANO EN SALUD,12682594,2023-01-23,2025-01-23,331502,1,REGENCIA DE FARMACIA,TECNOLOGO,PRESENCIAL,27,0,202402,0,731,24,1,2023,FALSE
41,REGIONAL HUILA,9527,"CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS",12919904,2024-02-20,2024-03-22,62360005,1,CARACTERIZACION DE AUDIENCIA PARA CAMPAÑAS DIGITALES,CURSO ESPECIAL,VIRTUAL,80,3,202402,0.0375,31,1,2,2024,TRUE
41,REGIONAL HUILA,9116,CENTRO DE FORMACION AGROINDUSTRIAL,12919187,2024-02-22,2024-04-12,22220002,1,GESTION Y EDUCACION AMBIENTAL.,CURSO ESPECIAL,PRESENCIAL,31,0,202402,0,50,1.6,2,2024,FALSE
